
Linea 156 Columnas: 10-13     	 AND          	 es PALABRA_RESERVADA

Linea 156 Columnas: 14-15     	 (          	 es OPERADOR

Linea 156 Columnas: 16-17     	 e          	 es IDENTIFICADOR

Linea 156 Columnas: 17-18     	 .          	 es OPERADOR

Linea 156 Columnas: 18-25     	 ESTATUS          	 es IDENTIFICADOR

Linea 156 Columnas: 26-27     	 =          	 es OPERADOR

Linea 156 Columnas: 28-29     	 @          	 es OPERADOR

Linea 156 Columnas: 29-44     	 L_AI_NO_ESTATUS          	 es IDENTIFICADOR

Linea 157 Columnas: 16-18     	 OR          	 es PALABRA_RESERVADA

Linea 157 Columnas: 19-20     	 (          	 es OPERADOR

Linea 157 Columnas: 20-21     	 @          	 es OPERADOR

Linea 157 Columnas: 21-36     	 L_AI_NO_ESTATUS          	 es IDENTIFICADOR

Linea 157 Columnas: 37-38     	 =          	 es OPERADOR

Linea 157 Columnas: 39-40     	 0          	 es BOOLEANO (value = 0)

Linea 159 Columnas: 16-17     	 )          	 es OPERADOR

Linea 159 Columnas: 17-18     	 )          	 es OPERADOR

Linea 160 Columnas: 10-13     	 AND          	 es PALABRA_RESERVADA

Linea 160 Columnas: 14-15     	 (          	 es OPERADOR

Linea 160 Columnas: 16-17     	 s          	 es IDENTIFICADOR

Linea 160 Columnas: 17-18     	 .          	 es OPERADOR

Linea 160 Columnas: 18-30     	 NO_SOLICITUD          	 es IDENTIFICADOR

Linea 160 Columnas: 31-32     	 =          	 es OPERADOR

Linea 160 Columnas: 33-34     	 @          	 es OPERADOR

Linea 160 Columnas: 34-51     	 L_AI_NO_SOLICITUD          	 es IDENTIFICADOR

Linea 161 Columnas: 16-18     	 OR          	 es PALABRA_RESERVADA

Linea 161 Columnas: 19-20     	 @          	 es OPERADOR

Linea 161 Columnas: 20-37     	 L_AI_NO_SOLICITUD          	 es IDENTIFICADOR

Linea 161 Columnas: 38-39     	 =          	 es OPERADOR

Linea 161 Columnas: 40-41     	 0          	 es BOOLEANO (value = 0)

Linea 161 Columnas: 41-42     	 )          	 es OPERADOR

Linea 162 Columnas: 10-13     	 AND          	 es PALABRA_RESERVADA

Linea 162 Columnas: 14-15     	 (          	 es OPERADOR

Linea 162 Columnas: 15-16     	 (          	 es OPERADOR

Linea 168 Columnas: 17-23     	 SELECT          	 es PALABRA_RESERVADA

Linea 168 Columnas: 24-27     	 TOP          	 es PALABRA_RESERVADA

Linea 168 Columnas: 28-29     	 (          	 es OPERADOR

Linea 168 Columnas: 29-30     	 1          	 es BOOLEANO (value = 1)

Linea 168 Columnas: 30-31     	 )          	 es OPERADOR

Linea 169 Columnas: 24-28     	 YEAR          	 es PALABRA_RESERVADA

Linea 169 Columnas: 28-29     	 (          	 es OPERADOR

Linea 169 Columnas: 29-31     	 cp          	 es IDENTIFICADOR

Linea 169 Columnas: 31-32     	 .          	 es OPERADOR

Linea 169 Columnas: 32-44     	 FECHA_INICIO          	 es IDENTIFICADOR

Linea 169 Columnas: 44-45     	 )          	 es OPERADOR

Linea 170 Columnas: 17-21     	 FROM          	 es PALABRA_RESERVADA

Linea 170 Columnas: 22-31     	 Proyectos          	 es IDENTIFICADOR

Linea 170 Columnas: 31-32     	 .          	 es OPERADOR

Linea 170 Columnas: 32-35     	 dbo          	 es IDENTIFICADOR

Linea 170 Columnas: 35-36     	 .          	 es OPERADOR

Linea 170 Columnas: 36-46     	 CL_PERIODO          	 es IDENTIFICADOR

Linea 170 Columnas: 47-49     	 AS          	 es PALABRA_RESERVADA

Linea 170 Columnas: 50-52     	 cp          	 es IDENTIFICADOR

Linea 171 Columnas: 17-22     	 WHERE          	 es PALABRA_RESERVADA

Linea 171 Columnas: 23-25     	 cp          	 es IDENTIFICADOR

Linea 171 Columnas: 25-26     	 .          	 es OPERADOR

Linea 171 Columnas: 26-36     	 NO_PERIODO          	 es IDENTIFICADOR

Linea 171 Columnas: 37-38     	 =          	 es OPERADOR

Linea 171 Columnas: 39-40     	 s          	 es IDENTIFICADOR

Linea 171 Columnas: 40-41     	 .          	 es OPERADOR

Linea 171 Columnas: 41-51     	 NO_PERIODO          	 es IDENTIFICADOR

Linea 173 Columnas: 16-17     	 )          	 es OPERADOR

Linea 173 Columnas: 18-19     	 =          	 es OPERADOR

Linea 173 Columnas: 20-21     	 @          	 es OPERADOR

Linea 173 Columnas: 21-27     	 L_anio          	 es IDENTIFICADOR

Linea 174 Columnas: 15-17     	 OR          	 es PALABRA_RESERVADA

Linea 174 Columnas: 18-19     	 @          	 es OPERADOR

Linea 174 Columnas: 19-25     	 L_anio          	 es IDENTIFICADOR

Linea 174 Columnas: 26-27     	 =          	 es OPERADOR

Linea 174 Columnas: 28-29     	 -          	 es OPERADOR

Linea 174 Columnas: 29-30     	 1          	 es BOOLEANO (value = 1)

Linea 174 Columnas: 30-31     	 )          	 es OPERADOR

Linea 175 Columnas: 4-9     	 ORDER          	 es PALABRA_RESERVADA

Linea 175 Columnas: 10-12     	 BY          	 es PALABRA_RESERVADA

Linea 175 Columnas: 13-27     	 FECHA_VERIFICA          	 es IDENTIFICADOR

Linea 175 Columnas: 27-28     	 ;          	 es OPERADOR

Linea 176 Columnas: 2-5     	 END          	 es PALABRA_RESERVADA

Linea 176 Columnas: 5-6     	 ;          	 es OPERADOR

Linea 177 Columnas: 0-2     	 GO          	 es PALABRA_RESERVADA

Linea 214 Columnas: 0-5     	 ALTER          	 es PALABRA_RESERVADA

Linea 214 Columnas: 6-15     	 PROCEDURE          	 es PALABRA_RESERVADA

Linea 214 Columnas: 16-19     	 dbo          	 es IDENTIFICADOR

Linea 214 Columnas: 19-20     	 .          	 es OPERADOR


*** ERROR LINE 214. *** Truncated idntifier: 	USP_DAEF_GET_SOLICITUDES_POR_TR


Linea 215 Columnas: 0-1     	 (          	 es OPERADOR

Linea 216 Columnas: 2-3     	 @          	 es OPERADOR

Linea 216 Columnas: 3-16     	 AS_TRABAJADOR          	 es IDENTIFICADOR

Linea 216 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 216 Columnas: 23-30     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 216 Columnas: 30-31     	 (          	 es OPERADOR

Linea 216 Columnas: 31-33     	 10          	 es ENTERO (value = 10)

Linea 216 Columnas: 33-34     	 )          	 es OPERADOR

Linea 216 Columnas: 34-35     	 ,          	 es OPERADOR

Linea 217 Columnas: 2-3     	 @          	 es OPERADOR

Linea 217 Columnas: 3-13     	 AI_ESTATUS          	 es IDENTIFICADOR

Linea 217 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 217 Columnas: 23-26     	 INT          	 es PALABRA_RESERVADA

Linea 217 Columnas: 26-27     	 ,          	 es OPERADOR

Linea 218 Columnas: 2-3     	 @          	 es OPERADOR

Linea 218 Columnas: 3-14     	 AI_REVISION          	 es IDENTIFICADOR

Linea 218 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 218 Columnas: 23-26     	 INT          	 es PALABRA_RESERVADA

Linea 218 Columnas: 26-27     	 ,          	 es OPERADOR

Linea 219 Columnas: 2-3     	 @          	 es OPERADOR

Linea 219 Columnas: 3-10     	 AS_SEDE          	 es IDENTIFICADOR

Linea 219 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 219 Columnas: 23-26     	 INT          	 es PALABRA_RESERVADA

Linea 219 Columnas: 26-27     	 ,          	 es OPERADOR

Linea 220 Columnas: 2-3     	 @          	 es OPERADOR

Linea 220 Columnas: 3-19     	 aiNoAdjudicacion          	 es IDENTIFICADOR

Linea 220 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 220 Columnas: 23-26     	 INT          	 es PALABRA_RESERVADA

Linea 220 Columnas: 26-27     	 ,          	 es OPERADOR

Linea 221 Columnas: 2-3     	 @          	 es OPERADOR

Linea 221 Columnas: 3-12     	 asUsuario          	 es IDENTIFICADOR

Linea 221 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 221 Columnas: 23-30     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 221 Columnas: 30-31     	 (          	 es OPERADOR

Linea 221 Columnas: 31-33     	 20          	 es ENTERO (value = 20)

Linea 221 Columnas: 33-34     	 )          	 es OPERADOR

Linea 221 Columnas: 34-35     	 ,          	 es OPERADOR

Linea 222 Columnas: 2-3     	 @          	 es OPERADOR

Linea 222 Columnas: 3-13     	 asUsuario2          	 es IDENTIFICADOR

Linea 222 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 222 Columnas: 23-30     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 222 Columnas: 30-31     	 (          	 es OPERADOR

Linea 222 Columnas: 31-33     	 20          	 es ENTERO (value = 20)

Linea 222 Columnas: 33-34     	 )          	 es OPERADOR

Linea 222 Columnas: 34-35     	 ,          	 es OPERADOR

Linea 223 Columnas: 2-3     	 @          	 es OPERADOR

Linea 223 Columnas: 3-7     	 anio          	 es IDENTIFICADOR

Linea 223 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 223 Columnas: 23-26     	 INT          	 es PALABRA_RESERVADA

Linea 223 Columnas: 26-27     	 ,          	 es OPERADOR

Linea 224 Columnas: 2-3     	 @          	 es OPERADOR

Linea 224 Columnas: 3-15     	 tipo_reporte          	 es IDENTIFICADOR

Linea 224 Columnas: 20-22     	 AS          	 es PALABRA_RESERVADA

Linea 224 Columnas: 23-26     	 INT          	 es PALABRA_RESERVADA

Linea 225 Columnas: 0-1     	 )          	 es OPERADOR

Linea 226 Columnas: 0-2     	 AS          	 es PALABRA_RESERVADA

Linea 227 Columnas: 2-7     	 BEGIN          	 es PALABRA_RESERVADA

Linea 228 Columnas: 4-9     	 BEGIN          	 es PALABRA_RESERVADA

Linea 228 Columnas: 10-14     	 TRAN          	 es PALABRA_RESERVADA

Linea 228 Columnas: 15-22     	 tran_sp          	 es IDENTIFICADOR

Linea 228 Columnas: 22-23     	 ;          	 es OPERADOR

Linea 230 Columnas: 4-6     	 IF          	 es PALABRA_RESERVADA

Linea 230 Columnas: 7-13     	 EXISTS          	 es PALABRA_RESERVADA

Linea 230 Columnas: 14-15     	 (          	 es OPERADOR

Linea 230 Columnas: 16-22     	 SELECT          	 es PALABRA_RESERVADA

Linea 230 Columnas: 23-24     	 1          	 es BOOLEANO (value = 1)

Linea 231 Columnas: 16-20     	 FROM          	 es PALABRA_RESERVADA

Linea 231 Columnas: 21-27     	 Portal          	 es IDENTIFICADOR

Linea 231 Columnas: 27-28     	 .          	 es OPERADOR

Linea 231 Columnas: 28-31     	 sys          	 es IDENTIFICADOR

Linea 231 Columnas: 31-32     	 .          	 es OPERADOR

Linea 231 Columnas: 32-42     	 sysobjects          	 es IDENTIFICADOR

Linea 232 Columnas: 16-21     	 WHERE          	 es PALABRA_RESERVADA

Linea 232 Columnas: 22-27     	 xtype          	 es IDENTIFICADOR

Linea 232 Columnas: 28-29     	 =          	 es OPERADOR

Linea 232 Columnas: 30-33     	 'u'          	 es CADENA (value = 'u')

Linea 233 Columnas: 22-25     	 AND          	 es PALABRA_RESERVADA

Linea 233 Columnas: 26-30     	 name          	 es IDENTIFICADOR

Linea 233 Columnas: 31-32     	 =          	 es OPERADOR

Linea 233 Columnas: 33-87     	 'tbl_USP_DAEF_GET_SOLICITUDES_POR_TRABAJADOR_ASIGNADO'          	 es CADENA (value = 'tbl_USP_DAEF_GET_SOLICITUDES_POR_TRABAJADOR_ASIGNADO')

Linea 233 Columnas: 87-88     	 )          	 es OPERADOR

Linea 234 Columnas: 6-10     	 DROP          	 es PALABRA_RESERVADA

Linea 234 Columnas: 11-16     	 TABLE          	 es PALABRA_RESERVADA

Linea 234 Columnas: 17-23     	 Portal          	 es IDENTIFICADOR

Linea 234 Columnas: 23-24     	 .          	 es OPERADOR

Linea 234 Columnas: 24-27     	 dbo          	 es IDENTIFICADOR

Linea 234 Columnas: 27-28     	 .          	 es OPERADOR


*** ERROR LINE 234. *** Truncated idntifier: 	tbl_USP_DAEF_GET_SOLICITUDES_PO


Linea 234 Columnas: 80-81     	 ;          	 es OPERADOR

Linea 236 Columnas: 4-11     	 DECLARE          	 es PALABRA_RESERVADA

Linea 236 Columnas: 12-13     	 @          	 es OPERADOR

Linea 236 Columnas: 13-28     	 L_AS_TRABAJADOR          	 es IDENTIFICADOR

Linea 236 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 236 Columnas: 35-42     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 236 Columnas: 42-43     	 (          	 es OPERADOR

Linea 236 Columnas: 43-45     	 10          	 es ENTERO (value = 10)

Linea 236 Columnas: 45-46     	 )          	 es OPERADOR

Linea 236 Columnas: 46-47     	 ,          	 es OPERADOR

Linea 237 Columnas: 12-13     	 @          	 es OPERADOR

Linea 237 Columnas: 13-25     	 L_AI_ESTATUS          	 es IDENTIFICADOR

Linea 237 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 237 Columnas: 35-38     	 INT          	 es PALABRA_RESERVADA

Linea 237 Columnas: 38-39     	 ,          	 es OPERADOR

Linea 238 Columnas: 12-13     	 @          	 es OPERADOR

Linea 238 Columnas: 13-22     	 L_AS_SEDE          	 es IDENTIFICADOR

Linea 238 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 238 Columnas: 35-38     	 INT          	 es PALABRA_RESERVADA

Linea 238 Columnas: 38-39     	 ,          	 es OPERADOR

Linea 239 Columnas: 12-13     	 @          	 es OPERADOR

Linea 239 Columnas: 13-31     	 L_aiNoAdjudicacion          	 es IDENTIFICADOR

Linea 239 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 239 Columnas: 35-38     	 INT          	 es PALABRA_RESERVADA

Linea 239 Columnas: 38-39     	 ,          	 es OPERADOR

Linea 240 Columnas: 12-13     	 @          	 es OPERADOR

Linea 240 Columnas: 13-26     	 L_AI_REVISION          	 es IDENTIFICADOR

Linea 240 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 240 Columnas: 35-38     	 INT          	 es PALABRA_RESERVADA

Linea 240 Columnas: 38-39     	 ,          	 es OPERADOR

Linea 241 Columnas: 12-13     	 @          	 es OPERADOR

Linea 241 Columnas: 13-24     	 L_asUsuario          	 es IDENTIFICADOR

Linea 241 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 241 Columnas: 35-42     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 241 Columnas: 42-43     	 (          	 es OPERADOR

Linea 241 Columnas: 43-45     	 20          	 es ENTERO (value = 20)

Linea 241 Columnas: 45-46     	 )          	 es OPERADOR

Linea 241 Columnas: 46-47     	 ,          	 es OPERADOR

Linea 242 Columnas: 12-13     	 @          	 es OPERADOR

Linea 242 Columnas: 13-25     	 L_asUsuario2          	 es IDENTIFICADOR

Linea 242 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 242 Columnas: 35-42     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 242 Columnas: 42-43     	 (          	 es OPERADOR

Linea 242 Columnas: 43-45     	 20          	 es ENTERO (value = 20)

Linea 242 Columnas: 45-46     	 )          	 es OPERADOR

Linea 242 Columnas: 46-47     	 ,          	 es OPERADOR

Linea 243 Columnas: 12-13     	 @          	 es OPERADOR

Linea 243 Columnas: 13-19     	 L_anio          	 es IDENTIFICADOR

Linea 243 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 243 Columnas: 35-38     	 INT          	 es PALABRA_RESERVADA

Linea 243 Columnas: 38-39     	 ,          	 es OPERADOR

Linea 244 Columnas: 12-13     	 @          	 es OPERADOR

Linea 244 Columnas: 13-27     	 L_tipo_reporte          	 es IDENTIFICADOR

Linea 244 Columnas: 32-34     	 AS          	 es PALABRA_RESERVADA

Linea 244 Columnas: 35-38     	 INT          	 es PALABRA_RESERVADA

Linea 244 Columnas: 38-39     	 ;          	 es OPERADOR

Linea 245 Columnas: 4-11     	 DECLARE          	 es PALABRA_RESERVADA

Linea 245 Columnas: 12-13     	 @          	 es OPERADOR

Linea 245 Columnas: 13-25     	 ErrorMessage          	 es IDENTIFICADOR

Linea 245 Columnas: 26-34     	 NVARCHAR          	 es IDENTIFICADOR

Linea 245 Columnas: 34-35     	 (          	 es OPERADOR

Linea 245 Columnas: 35-39     	 2044          	 es ENTERO (value = 2044)

Linea 245 Columnas: 39-40     	 )          	 es OPERADOR

Linea 245 Columnas: 40-41     	 ;          	 es OPERADOR

Linea 246 Columnas: 4-11     	 DECLARE          	 es PALABRA_RESERVADA

Linea 246 Columnas: 12-13     	 @          	 es OPERADOR

Linea 246 Columnas: 13-26     	 ErrorSeverity          	 es IDENTIFICADOR

Linea 246 Columnas: 27-30     	 INT          	 es PALABRA_RESERVADA

Linea 246 Columnas: 30-31     	 ;          	 es OPERADOR

Linea 247 Columnas: 4-11     	 DECLARE          	 es PALABRA_RESERVADA

Linea 247 Columnas: 12-13     	 @          	 es OPERADOR

Linea 247 Columnas: 13-23     	 ErrorState          	 es IDENTIFICADOR

Linea 247 Columnas: 24-27     	 INT          	 es PALABRA_RESERVADA

Linea 247 Columnas: 27-28     	 ;          	 es OPERADOR

Linea 249 Columnas: 4-10     	 SELECT          	 es PALABRA_RESERVADA

Linea 249 Columnas: 11-12     	 @          	 es OPERADOR

Linea 249 Columnas: 12-27     	 L_AS_TRABAJADOR          	 es IDENTIFICADOR

Linea 249 Columnas: 28-29     	 =          	 es OPERADOR

Linea 249 Columnas: 30-31     	 @          	 es OPERADOR

Linea 249 Columnas: 31-44     	 AS_TRABAJADOR          	 es IDENTIFICADOR

Linea 249 Columnas: 44-45     	 ,          	 es OPERADOR

Linea 250 Columnas: 11-12     	 @          	 es OPERADOR

Linea 250 Columnas: 12-24     	 L_AI_ESTATUS          	 es IDENTIFICADOR

Linea 250 Columnas: 25-26     	 =          	 es OPERADOR

Linea 250 Columnas: 27-28     	 @          	 es OPERADOR

Linea 250 Columnas: 28-38     	 AI_ESTATUS          	 es IDENTIFICADOR

Linea 250 Columnas: 38-39     	 ,          	 es OPERADOR

Linea 251 Columnas: 11-12     	 @          	 es OPERADOR

Linea 251 Columnas: 12-21     	 L_AS_SEDE          	 es IDENTIFICADOR

Linea 251 Columnas: 22-23     	 =          	 es OPERADOR

Linea 251 Columnas: 24-25     	 @          	 es OPERADOR

Linea 251 Columnas: 25-32     	 AS_SEDE          	 es IDENTIFICADOR

Linea 251 Columnas: 32-33     	 ,          	 es OPERADOR

Linea 252 Columnas: 11-12     	 @          	 es OPERADOR

Linea 252 Columnas: 12-30     	 L_aiNoAdjudicacion          	 es IDENTIFICADOR

Linea 252 Columnas: 31-32     	 =          	 es OPERADOR

Linea 252 Columnas: 33-34     	 @          	 es OPERADOR

Linea 252 Columnas: 34-50     	 aiNoAdjudicacion          	 es IDENTIFICADOR

Linea 252 Columnas: 50-51     	 ,          	 es OPERADOR

Linea 253 Columnas: 11-12     	 @          	 es OPERADOR

Linea 253 Columnas: 12-23     	 L_asUsuario          	 es IDENTIFICADOR

Linea 253 Columnas: 24-25     	 =          	 es OPERADOR

Linea 253 Columnas: 26-27     	 @          	 es OPERADOR

Linea 253 Columnas: 27-36     	 asUsuario          	 es IDENTIFICADOR

Linea 253 Columnas: 36-37     	 ,          	 es OPERADOR

Linea 254 Columnas: 11-12     	 @          	 es OPERADOR

Linea 254 Columnas: 12-25     	 L_AI_REVISION          	 es IDENTIFICADOR

Linea 254 Columnas: 26-27     	 =          	 es OPERADOR

Linea 254 Columnas: 28-29     	 @          	 es OPERADOR

Linea 254 Columnas: 29-40     	 AI_REVISION          	 es IDENTIFICADOR

Linea 254 Columnas: 40-41     	 ,          	 es OPERADOR

Linea 255 Columnas: 11-12     	 @          	 es OPERADOR

Linea 255 Columnas: 12-24     	 L_asUsuario2          	 es IDENTIFICADOR

Linea 255 Columnas: 25-26     	 =          	 es OPERADOR

Linea 255 Columnas: 27-28     	 @          	 es OPERADOR

Linea 255 Columnas: 28-38     	 asUsuario2          	 es IDENTIFICADOR

Linea 255 Columnas: 38-39     	 ,          	 es OPERADOR

Linea 256 Columnas: 11-12     	 @          	 es OPERADOR

Linea 256 Columnas: 12-18     	 L_anio          	 es IDENTIFICADOR

Linea 256 Columnas: 19-20     	 =          	 es OPERADOR

Linea 256 Columnas: 21-22     	 @          	 es OPERADOR

Linea 256 Columnas: 22-26     	 anio          	 es IDENTIFICADOR

Linea 256 Columnas: 26-27     	 ,          	 es OPERADOR

Linea 257 Columnas: 11-12     	 @          	 es OPERADOR

Linea 257 Columnas: 12-26     	 L_tipo_reporte          	 es IDENTIFICADOR

Linea 257 Columnas: 27-28     	 =          	 es OPERADOR

Linea 257 Columnas: 29-30     	 @          	 es OPERADOR

Linea 257 Columnas: 30-42     	 tipo_reporte          	 es IDENTIFICADOR

Linea 257 Columnas: 42-43     	 ;          	 es OPERADOR

Linea 259 Columnas: 4-11     	 DECLARE          	 es PALABRA_RESERVADA

Linea 259 Columnas: 12-13     	 @          	 es OPERADOR

Linea 259 Columnas: 13-21     	 ls_orden          	 es IDENTIFICADOR

Linea 259 Columnas: 22-30     	 NVARCHAR          	 es IDENTIFICADOR

Linea 259 Columnas: 30-31     	 (          	 es OPERADOR

Linea 259 Columnas: 31-33     	 12          	 es ENTERO (value = 12)

Linea 259 Columnas: 33-34     	 )          	 es OPERADOR

Linea 259 Columnas: 34-35     	 ;          	 es OPERADOR

Linea 260 Columnas: 4-11     	 DECLARE          	 es PALABRA_RESERVADA

Linea 260 Columnas: 12-13     	 @          	 es OPERADOR

Linea 260 Columnas: 13-21     	 ls_query          	 es IDENTIFICADOR

Linea 260 Columnas: 22-30     	 NVARCHAR          	 es IDENTIFICADOR

Linea 260 Columnas: 30-31     	 (          	 es OPERADOR

Linea 260 Columnas: 31-35     	 3000          	 es ENTERO (value = 3000)

Linea 260 Columnas: 35-36     	 )          	 es OPERADOR

Linea 260 Columnas: 36-37     	 ;          	 es OPERADOR

Linea 262 Columnas: 4-9     	 BEGIN          	 es PALABRA_RESERVADA

Linea 262 Columnas: 10-13     	 TRY          	 es IDENTIFICADOR

Linea 263 Columnas: 6-12     	 CREATE          	 es PALABRA_RESERVADA

Linea 263 Columnas: 13-18     	 TABLE          	 es PALABRA_RESERVADA

Linea 263 Columnas: 19-25     	 Portal          	 es IDENTIFICADOR

Linea 263 Columnas: 25-26     	 .          	 es OPERADOR

Linea 263 Columnas: 26-29     	 dbo          	 es IDENTIFICADOR

Linea 263 Columnas: 29-30     	 .          	 es OPERADOR


*** ERROR LINE 263. *** Truncated idntifier: 	tbl_USP_DAEF_GET_SOLICITUDES_PO


Linea 264 Columnas: 6-7     	 (          	 es OPERADOR

Linea 265 Columnas: 8-20     	 NO_SOLICITUD          	 es IDENTIFICADOR

Linea 265 Columnas: 41-44     	 INT          	 es PALABRA_RESERVADA

Linea 265 Columnas: 44-45     	 ,          	 es OPERADOR

Linea 266 Columnas: 8-17     	 NO_BOLETA          	 es IDENTIFICADOR

Linea 266 Columnas: 41-48     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 266 Columnas: 48-49     	 (          	 es OPERADOR

Linea 266 Columnas: 49-51     	 20          	 es ENTERO (value = 20)

Linea 266 Columnas: 51-52     	 )          	 es OPERADOR

Linea 266 Columnas: 52-53     	 ,          	 es OPERADOR

Linea 267 Columnas: 8-17     	 NO_CARNET          	 es IDENTIFICADOR

Linea 267 Columnas: 41-48     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 267 Columnas: 48-49     	 (          	 es OPERADOR

Linea 267 Columnas: 49-51     	 50          	 es ENTERO (value = 50)

Linea 267 Columnas: 51-52     	 )          	 es OPERADOR

Linea 267 Columnas: 52-53     	 ,          	 es OPERADOR

Linea 268 Columnas: 8-12     	 TIPO          	 es IDENTIFICADOR

Linea 268 Columnas: 41-48     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 268 Columnas: 48-49     	 (          	 es OPERADOR

Linea 268 Columnas: 49-51     	 14          	 es ENTERO (value = 14)

Linea 268 Columnas: 51-52     	 )          	 es OPERADOR

Linea 268 Columnas: 52-53     	 ,          	 es OPERADOR

Linea 269 Columnas: 8-15     	 CARRERA          	 es IDENTIFICADOR

Linea 269 Columnas: 41-48     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 269 Columnas: 48-49     	 (          	 es OPERADOR

Linea 269 Columnas: 49-51     	 40          	 es ENTERO (value = 40)

Linea 269 Columnas: 51-52     	 )          	 es OPERADOR

Linea 269 Columnas: 52-53     	 ,          	 es OPERADOR

Linea 270 Columnas: 8-30     	 ULTIMO_ESTABLECIMIENTO          	 es IDENTIFICADOR

Linea 270 Columnas: 41-48     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 270 Columnas: 48-49     	 (          	 es OPERADOR

Linea 270 Columnas: 49-51     	 50          	 es ENTERO (value = 50)

Linea 270 Columnas: 51-52     	 )          	 es OPERADOR

Linea 270 Columnas: 52-53     	 ,          	 es OPERADOR

Linea 271 Columnas: 8-22     	 FECHA_VERIFICA          	 es IDENTIFICADOR

Linea 271 Columnas: 41-49     	 DATETIME          	 es IDENTIFICADOR

Linea 271 Columnas: 49-50     	 ,          	 es OPERADOR

Linea 272 Columnas: 8-25     	 CUOTA_URL_COLEGIO          	 es IDENTIFICADOR

Linea 272 Columnas: 41-48     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 272 Columnas: 48-49     	 (          	 es OPERADOR

Linea 272 Columnas: 49-51     	 50          	 es ENTERO (value = 50)

Linea 272 Columnas: 51-52     	 )          	 es OPERADOR

Linea 272 Columnas: 52-53     	 ,          	 es OPERADOR

Linea 273 Columnas: 8-27     	 DIFERENCIA_INGRESOS          	 es IDENTIFICADOR

Linea 273 Columnas: 41-48     	 DECIMAL          	 es PALABRA_RESERVADA

Linea 273 Columnas: 48-49     	 (          	 es OPERADOR

Linea 273 Columnas: 49-50     	 7          	 es ENTERO (value = 7)

Linea 273 Columnas: 50-51     	 ,          	 es OPERADOR

Linea 273 Columnas: 52-53     	 2          	 es ENTERO (value = 2)

Linea 273 Columnas: 53-54     	 )          	 es OPERADOR

Linea 273 Columnas: 54-55     	 ,          	 es OPERADOR

Linea 274 Columnas: 8-14     	 PUNTEO          	 es IDENTIFICADOR

Linea 274 Columnas: 41-48     	 DECIMAL          	 es PALABRA_RESERVADA

Linea 274 Columnas: 48-49     	 (          	 es OPERADOR

Linea 274 Columnas: 49-50     	 7          	 es ENTERO (value = 7)

Linea 274 Columnas: 50-51     	 ,          	 es OPERADOR

Linea 274 Columnas: 52-53     	 2          	 es ENTERO (value = 2)

Linea 274 Columnas: 53-54     	 )          	 es OPERADOR

Linea 274 Columnas: 54-55     	 ,          	 es OPERADOR

Linea 275 Columnas: 8-23     	 COMENTARIO_DAEF          	 es IDENTIFICADOR

Linea 275 Columnas: 41-48     	 VARCHAR          	 es PALABRA_RESERVADA

Linea 275 Columnas: 48-49     	 (          	 es OPERADOR

