Linea 91 Columnas: 36-37     	 =          	 es OPERADOR

Linea 91 Columnas: 38-39     	 3          	 es ENTERO (value = 3)

Linea 92 Columnas: 19-22     	 AND          	 es PALABRA_RESERVADA

Linea 92 Columnas: 23-25     	 ES          	 es IDENTIFICADOR

Linea 92 Columnas: 25-26     	 .          	 es OPERADOR

Linea 92 Columnas: 26-38     	 NO_SOLICITUD          	 es IDENTIFICADOR

Linea 92 Columnas: 39-40     	 =          	 es OPERADOR

Linea 92 Columnas: 41-42     	 s          	 es IDENTIFICADOR

Linea 92 Columnas: 42-43     	 .          	 es OPERADOR

Linea 92 Columnas: 43-55     	 NO_SOLICITUD          	 es IDENTIFICADOR

